name,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,95000.0,5700.0,Diesel,Manual,Second Owner,25.1 kmpl,1248 CC
Hyundai Verna Transform SX VGT CRDi,2011,30000.0,11000.0,Diesel,Manual,Second Owner,16.2 kmpl,1493 CC
Hyundai Verna Xi (Petrol),2006,17000.0,11000.0,Petrol,Manual,Fourth & Above Owner,13.9 kmpl,1599 CC
Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,2013,85000.0,12000.0,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Tata Tigor 2017-2020 XZ Plus Diesel,2019,90000.0,807.9,Diesel,Manual,First Owner,24.7 kmpl,1047 CC
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2015,132500.0,11436.8,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,35000.0,7999.0,Diesel,Manual,Second Owner,17.8 kmpl,1399 CC
Ford Figo Diesel Titanium,2012,42500.0,8163.2,Diesel,Manual,First Owner,20.0 kmpl,1399 CC
Ford Aspire Titanium Diesel BSIV,2016,60000.0,15520.1,Diesel,Manual,First Owner,26.1 kmpl,1498 CC
Ford Ecosport 1.5 DV5 MT Titanium,2014,75000.0,10150.4,Diesel,Manual,First Owner,22.7 kmpl,1498 CC
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,45000.0,9016.5,Diesel,Manual,First Owner,17.8 kmpl,1399 CC
Ford Figo Titanium Diesel BSIV,2010,32500.0,8601.7,Diesel,Manual,Second Owner,25.5 kmpl,1498 CC
Mahindra XUV500 W8 2WD,2013,90000.0,8503.6,Diesel,Manual,Second Owner,15.1 kmpl,2179 CC
Fiat Punto 1.3 Emotion,2013,35000.0,16025.4,Diesel,Manual,Second Owner,,
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,60000.0,12553.1,Diesel,Manual,Second Owner,22.77 kmpl,1498 CC
Hyundai Verna VTVT 1.6 SX Option,2019,110000.0,1000.0,Petrol,Manual,First Owner,17.0 kmpl,1591 CC
Tata Tiago 1.2 Revotron XZ,2017,52000.0,2000.0,Petrol,Manual,First Owner,23.84 kmpl,1199 CC
Mahindra Scorpio S10 7 Seater,2015,88500.0,17000.0,Diesel,Manual,First Owner,15.4 kmpl,2179 CC
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,95000.0,4000.0,Diesel,Automatic,First Owner,21.5 kmpl,1497 CC
Honda City 1.5 E MT,2008,22999.9,12000.0,Petrol,Manual,Second Owner,17.0 kmpl,1497 CC
Maruti Ritz VDi,2013,40999.9,10000.0,Diesel,Manual,Third Owner,23.2 kmpl,1248 CC
Ford Fiesta EXi 1.4 TDCi Ltd,2011,30000.0,11000.0,Diesel,Manual,Third Owner,17.8 kmpl,1399 CC
Tata Indica V2 DLG TC,2008,17500.0,12000.0,Diesel,Manual,Third Owner,16.8 kmpl,1405 CC
Maruti Alto LX,2000,10800.0,20600.0,Petrol,Manual,Fourth & Above Owner,19.7 kmpl,796 CC
Maruti Celerio ZXI,2017,42500.0,4000.0,Petrol,Manual,Second Owner,23.1 kmpl,998 CC
Chevrolet Optra Magnum 2.0 LS,2011,27200.0,17000.0,Diesel,Manual,Fourth & Above Owner,16.52 kmpl,1991 CC
Hyundai i10 Magna 1.1L,2013,31000.0,7000.0,Petrol,Manual,First Owner,19.81 kmpl,1086 CC
Hyundai Creta 1.4 CRDi S Plus,2017,112500.0,10500.0,Diesel,Manual,First Owner,21.38 kmpl,1396 CC
Hyundai Xcent 1.2 Kappa S Option,2014,45000.0,4600.0,Petrol,Manual,Second Owner,19.1 kmpl,1197 CC
Volkswagen Polo Diesel Highline 1.2L,2011,38800.0,8000.0,Diesel,Manual,Second Owner,22.07 kmpl,1199 CC
Hyundai Verna Transform SX VTVT,2011,40000.0,6000.0,Petrol,Manual,First Owner,16.2 kmpl,1599 CC
Honda City i DTEC VX,2015,76000.0,7000.0,Diesel,Manual,Third Owner,25.1 kmpl,1498 CC
Maruti Alto LXi,2009,12000.0,9000.0,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Maruti Swift Dzire VDI,2019,75700.0,2500.0,Diesel,Manual,First Owner,28.4 kmpl,1248 CC
Maruti Alto 800 VXI,2015,27000.0,5300.0,Petrol,Manual,Second Owner,22.74 kmpl,796 CC
Tata Sumo MKII GX BS IV,2011,25000.0,9000.0,Diesel,Manual,Second Owner,13.55 kmpl,2179 CC
Toyota Innova Crysta 2.5 VX BS IV,2011,80000.0,6000.0,Diesel,Manual,First Owner,12.8 kmpl,2494 CC
Toyota Fortuner 4x2 Manual,2014,138000.0,15000.0,Diesel,Manual,First Owner,13.0 kmpl,2982 CC
Mahindra Thar CRDe AC,2014,70000.0,2400.0,Diesel,Manual,First Owner,16.55 kmpl,2498 CC
Honda Mobilio S i DTEC,2016,45000.0,10000.0,Diesel,Manual,Second Owner,24.2 kmpl,1498 CC
Mahindra KUV 100 G80 K8,2018,65000.0,600.0,Petrol,Manual,First Owner,18.15 kmpl,1198 CC
Mahindra XUV500 W8 2WD,2013,95000.0,4970.0,Diesel,Manual,First Owner,15.1 kmpl,2179 CC
Toyota Innova 2.5 E Diesel MS 7-seater,2007,62600.0,8000.0,Diesel,Manual,Second Owner,12.8 kmpl,2494 CC
Toyota Qualis Fleet A3,2000,20000.0,10000.0,Diesel,Manual,First Owner,,
Maruti Swift Dzire AMT VXI,2019,60000.0,1000.0,Petrol,Automatic,First Owner,21.21 kmpl,1197 CC
Renault KWID RXT Optional,2019,29000.0,2100.0,Petrol,Manual,First Owner,25.17 kmpl,799 CC
Maruti Alto K10 2010-2014 VXI,2013,21500.0,2500.0,Petrol,Manual,First Owner,20.92 kmpl,998 CC
Renault KWID RXT Optional,2016,25000.0,2200.0,Petrol,Manual,First Owner,25.17 kmpl,799 CC
Maruti Ertiga SHVS ZDI Plus,2017,75000.0,5000.0,Diesel,Manual,First Owner,24.52 kmpl,1248 CC
Maruti Alto K10 VXI,2016,25000.0,2000.0,Petrol,Manual,Second Owner,23.95 kmpl,998 CC
Honda BRV i-VTEC V CVT,2017,95000.0,1500.0,Petrol,Automatic,First Owner,15.4 kmpl,1497 CC
Ford Figo Aspire 1.5 TDCi Titanium,2018,79300.0,3000.0,Diesel,Manual,First Owner,25.83 kmpl,1498 CC
Hyundai Creta 1.6 CRDi SX Option,2015,75000.0,7400.0,Diesel,Manual,First Owner,19.67 kmpl,1582 CC
Honda Jazz V CVT,2017,72500.0,655.0,Petrol,Automatic,First Owner,18.2 kmpl,1199 CC
Hyundai Grand i10 CRDi Sportz,2016,48000.0,3000.0,Diesel,Manual,First Owner,24.0 kmpl,1120 CC
BMW X6 xDrive30d,2013,375000.0,5600.0,Diesel,Automatic,First Owner,11.2 kmpl,2993 CC
Maruti Swift Dzire ZXI Plus,2018,79500.0,4177.9,Petrol,Manual,First Owner,21.21 kmpl,1197 CC
Honda Jazz 1.2 V i VTEC,2016,62500.0,5400.0,Petrol,Manual,First Owner,18.7 kmpl,1199 CC
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,290000.0,3100.0,Diesel,Automatic,First Owner,13.0 kmpl,2143 CC
Maruti Ignis 1.3 AMT Zeta,2017,62500.0,3700.0,Diesel,Automatic,First Owner,26.8 kmpl,1248 CC
Chevrolet Cruze LTZ AT,2011,44000.0,9000.0,Diesel,Automatic,Second Owner,18.1 kmpl,1991 CC
Toyota Corolla Altis 1.8 G,2018,140000.0,1353.4,Petrol,Manual,First Owner,14.28 kmpl,1798 CC
Toyota Corolla Altis 1.8 VL AT,2017,145000.0,700.0,Petrol,Automatic,Second Owner,14.53 kmpl,1794 CC
Mercedes-Benz GLA Class 200 CDI SPORT,2017,270000.0,2300.0,Diesel,Automatic,First Owner,17.9 kmpl,2143 CC
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,192500.0,4300.0,Diesel,Automatic,First Owner,11.36 kmpl,2755 CC
Kia Seltos HTX Plus AT D,2020,190000.0,500.0,Diesel,Automatic,First Owner,17.8 kmpl,1493 CC
Maruti Ciaz RS ZDi Plus SHVS,2017,84499.9,7000.0,Diesel,Manual,First Owner,28.09 kmpl,1248 CC
Skoda Rapid 1.5 TDI AT Style Plus,2016,65000.0,9900.0,Diesel,Automatic,First Owner,21.66 kmpl,1498 CC
Maruti Swift ZXI 2018,2018,75000.0,1500.0,Petrol,Manual,First Owner,22.0 kmpl,1197 CC
BMW 6 Series GT 630d Luxury Line,2018,600000.0,2815.6,Diesel,Automatic,First Owner,17.09 kmpl,2993 CC
Honda Jazz 1.2 SV i VTEC,2015,61000.0,3000.0,Petrol,Manual,First Owner,18.7 kmpl,1199 CC
Toyota Fortuner 2.8 2WD AT BSIV,2018,294000.0,10000.0,Diesel,Automatic,First Owner,12.9 kmpl,2755 CC
Hyundai Creta 1.6 CRDi SX,2017,115000.0,6330.9,Diesel,Manual,First Owner,19.67 kmpl,1582 CC
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,182500.0,9400.0,Diesel,Automatic,First Owner,11.36 kmpl,2755 CC
Hyundai Elite i20 Asta Option CVT BSIV,2018,89000.0,2900.0,Petrol,Automatic,First Owner,17.4 kmpl,1197 CC
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,262500.0,900.0,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC
Lexus ES 300h,2019,515000.0,2000.0,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC
Jaguar XF 2.0 Diesel Portfolio,2017,320000.0,4500.0,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC
Tata Safari Storme EX,2015,50300.0,11000.0,Diesel,Manual,First Owner,14.1 kmpl,2179 CC
Volvo XC40 D4 Inscription BSIV,2019,380000.0,2000.0,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC
Toyota Camry 2.5 Hybrid,2016,200000.0,6808.9,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC
Maruti Wagon R LXI,2013,22500.0,5834.3,Petrol,Manual,First Owner,21.79 kmpl,998 CC
Maruti Baleno Alpha 1.3,2018,74000.0,3881.7,Diesel,Manual,First Owner,27.39 kmpl,1248 CC
Honda Jazz VX,2016,55000.0,5649.4,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,75000.0,7932.8,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Maruti Swift AMT VVT VXI,2019,65000.0,562.1,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Toyota Etios VX,2017,62500.0,2553.8,Petrol,Manual,First Owner,16.78 kmpl,1496 CC
Maruti Swift AMT ZXI,2018,60000.0,6977.9,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Hyundai Grand i10 1.2 CRDi Sportz,2017,45000.0,5629.0,Diesel,Manual,First Owner,24.0 kmpl,1186 CC
BMW X4 M Sport X xDrive20d,2019,540000.0,750.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
BMW X4 M Sport X xDrive20d,2019,550000.0,850.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
Honda Amaze V CVT Petrol BSIV,2019,77900.0,703.2,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC
Skoda Rapid 1.6 MPI AT Elegance,2016,64500.0,1100.0,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC
Volvo V40 D3 R-Design,2018,247500.0,200.0,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,262500.0,900.0,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC
Lexus ES 300h,2019,515000.0,2000.0,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC
Jaguar XF 2.0 Diesel Portfolio,2017,320000.0,4500.0,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC
Tata Safari Storme EX,2015,50300.0,11000.0,Diesel,Manual,First Owner,14.1 kmpl,2179 CC
Volvo XC40 D4 Inscription BSIV,2019,380000.0,2000.0,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC
Toyota Camry 2.5 Hybrid,2016,200000.0,6808.9,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC
Maruti Wagon R LXI,2013,22500.0,5834.3,Petrol,Manual,First Owner,21.79 kmpl,998 CC
Maruti Baleno Alpha 1.3,2018,74000.0,3881.7,Diesel,Manual,First Owner,27.39 kmpl,1248 CC
Honda Jazz VX,2016,55000.0,5649.4,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,75000.0,7932.8,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Maruti Swift AMT VVT VXI,2019,65000.0,562.1,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Toyota Etios VX,2017,62500.0,2553.8,Petrol,Manual,First Owner,16.78 kmpl,1496 CC
Maruti Swift AMT ZXI,2018,60000.0,6977.9,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Hyundai Grand i10 1.2 CRDi Sportz,2017,45000.0,5629.0,Diesel,Manual,First Owner,24.0 kmpl,1186 CC
BMW X4 M Sport X xDrive20d,2019,540000.0,750.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
BMW X4 M Sport X xDrive20d,2019,550000.0,850.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
Honda Amaze V CVT Petrol BSIV,2019,77900.0,703.2,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC
Skoda Rapid 1.6 MPI AT Elegance,2016,64500.0,1100.0,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC
Volvo V40 D3 R-Design,2018,247500.0,200.0,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,262500.0,900.0,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC
Lexus ES 300h,2019,515000.0,2000.0,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC
Jaguar XF 2.0 Diesel Portfolio,2017,320000.0,4500.0,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC
Tata Safari Storme EX,2015,50300.0,11000.0,Diesel,Manual,First Owner,14.1 kmpl,2179 CC
Volvo XC40 D4 Inscription BSIV,2019,380000.0,2000.0,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC
Toyota Camry 2.5 Hybrid,2016,200000.0,6808.9,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC
Maruti Wagon R LXI,2013,22500.0,5834.3,Petrol,Manual,First Owner,21.79 kmpl,998 CC
Maruti Baleno Alpha 1.3,2018,74000.0,3881.7,Diesel,Manual,First Owner,27.39 kmpl,1248 CC
Honda Jazz VX,2016,55000.0,5649.4,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,75000.0,7932.8,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Maruti Swift AMT VVT VXI,2019,65000.0,562.1,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Toyota Etios VX,2017,62500.0,2553.8,Petrol,Manual,First Owner,16.78 kmpl,1496 CC
Maruti Swift AMT ZXI,2018,60000.0,6977.9,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Hyundai Grand i10 1.2 CRDi Sportz,2017,45000.0,5629.0,Diesel,Manual,First Owner,24.0 kmpl,1186 CC
BMW X4 M Sport X xDrive20d,2019,540000.0,750.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
BMW X4 M Sport X xDrive20d,2019,550000.0,850.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
Honda Amaze V CVT Petrol BSIV,2019,77900.0,703.2,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC
Skoda Rapid 1.6 MPI AT Elegance,2016,64500.0,1100.0,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC
Volvo V40 D3 R-Design,2018,247500.0,200.0,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,262500.0,900.0,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC
Lexus ES 300h,2019,515000.0,2000.0,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC
Jaguar XF 2.0 Diesel Portfolio,2017,320000.0,4500.0,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC
Tata Safari Storme EX,2015,50300.0,11000.0,Diesel,Manual,First Owner,14.1 kmpl,2179 CC
Volvo XC40 D4 Inscription BSIV,2019,380000.0,2000.0,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC
Toyota Camry 2.5 Hybrid,2016,200000.0,6808.9,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC
Maruti Wagon R LXI,2013,22500.0,5834.3,Petrol,Manual,First Owner,21.79 kmpl,998 CC
Maruti Baleno Alpha 1.3,2018,74000.0,3881.7,Diesel,Manual,First Owner,27.39 kmpl,1248 CC
Honda Jazz VX,2016,55000.0,5649.4,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,75000.0,7932.8,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Maruti Swift AMT VVT VXI,2019,65000.0,562.1,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Toyota Etios VX,2017,62500.0,2553.8,Petrol,Manual,First Owner,16.78 kmpl,1496 CC
Maruti Swift AMT ZXI,2018,60000.0,6977.9,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Hyundai Grand i10 1.2 CRDi Sportz,2017,45000.0,5629.0,Diesel,Manual,First Owner,24.0 kmpl,1186 CC
BMW X4 M Sport X xDrive20d,2019,540000.0,750.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
BMW X4 M Sport X xDrive20d,2019,550000.0,850.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
Honda Amaze V CVT Petrol BSIV,2019,77900.0,703.2,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC
Skoda Rapid 1.6 MPI AT Elegance,2016,64500.0,1100.0,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC
Volvo V40 D3 R-Design,2018,247500.0,200.0,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC
Tata Indigo CS eLX BS IV,2017,38500.0,15500.0,Diesel,Manual,First Owner,25.0 kmpl,1396 CC
Maruti Celerio ZXI AT,2016,40000.0,3500.0,Petrol,Automatic,First Owner,23.1 kmpl,998 CC
Hyundai Grand i10 1.2 CRDi Sportz Option,2018,55000.0,5000.0,Diesel,Manual,First Owner,24.0 kmpl,1186 CC
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2010,27000.0,18500.0,Diesel,Manual,First Owner,14.8 kmpl,2499 CC
Tata Indigo CS LS (TDI) BS III,2013,20000.0,17500.0,Diesel,Manual,Second Owner,19.09 kmpl,1396 CC
Renault KWID RXT Optional,2016,31000.0,1150.0,Petrol,Manual,First Owner,25.17 kmpl,799 CC
Hyundai Xcent 1.2 CRDi S,2019,70000.0,300.0,Diesel,Manual,First Owner,25.4 kmpl,1186 CC
Chevrolet Sail LT ABS,2015,48000.0,8000.0,Diesel,Manual,Second Owner,22.1 kmpl,1248 CC
Maruti Alto LXI,2005,9000.0,4000.0,Petrol,Manual,Second Owner,19.7 kmpl,796 CC
Maruti Alto LXI,2005,8000.0,4000.0,Petrol,Manual,Second Owner,19.7 kmpl,796 CC
Maruti Ritz VDi,2015,35000.0,9000.0,Diesel,Manual,First Owner,23.2 kmpl,1248 CC
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,60000.0,10000.0,Diesel,Manual,First Owner,23.65 kmpl,1248 CC
Mahindra Scorpio M2DI,2011,35000.0,12000.0,Diesel,Manual,Third Owner,13.5 kmpl,2179 CC
Maruti Vitara Brezza VDi Option,2018,77000.0,5000.0,Diesel,Manual,First Owner,24.3 kmpl,1248 CC
Mahindra Verito 1.5 D6 BSIV,2012,35000.0,2500.0,Diesel,Manual,First Owner,21.03 kmpl,1461 CC
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,60000.0,5000.0,Diesel,Manual,Third Owner,12.05 kmpl,2179 CC
Mahindra TUV 300 T8,2016,75000.0,7100.0,Diesel,Manual,First Owner,18.49 kmpl,1493 CC
Maruti Wagon R VXI BS IV,2016,34000.0,4000.0,Petrol,Manual,First Owner,20.51 kmpl,998 CC
Hyundai Elite i20 Petrol Sportz,2018,65000.0,3180.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Hyundai i10 Sportz,2014,30000.0,6500.0,Petrol,Manual,First Owner,20.36 kmpl,1197 CC
Maruti Alto 800 LXI,2014,20499.9,1500.0,Petrol,Manual,Second Owner,22.74 kmpl,796 CC
Mahindra Verito 1.5 D4 BSIII,2012,25499.9,7000.0,Diesel,Manual,Second Owner,20.8 kmpl,1461 CC
Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,65000.0,500.0,Petrol,Manual,First Owner,18.16 kmpl,1196 CC
Hyundai EON Magna Plus,2017,28000.0,5000.0,Petrol,Manual,Second Owner,21.1 kmpl,814 CC
Tata Indica V2 DLS,2011,10000.0,8000.0,Diesel,Manual,First Owner,17.2 kmpl,1396 CC
Chevrolet Tavera Neo 3 9 Str BSIII,2014,57500.0,7000.0,Diesel,Manual,Second Owner,13.58 kmpl,2499 CC
Maruti Vitara Brezza VDi,2017,78000.0,4000.0,Diesel,Manual,First Owner,24.3 kmpl,1248 CC
Mahindra Bolero 2011-2019 ZLX,2013,46700.0,15700.0,Diesel,Manual,First Owner,15.96 kmpl,2523 CC
Mahindra Scorpio S10 7 Seater,2015,105000.0,9000.0,Diesel,Manual,First Owner,15.4 kmpl,2179 CC
Hyundai i10 Magna 1.1L,2011,22500.0,8000.0,Petrol,Manual,Second Owner,19.81 kmpl,1086 CC
Hyundai Santro GLS I - Euro II,2004,9000.0,9000.0,Petrol,Manual,Third Owner,,
Hyundai Santro Xing XG AT eRLX Euro III,2004,8000.0,8000.0,Petrol,Automatic,Third Owner,,
Toyota Etios Liva GD,2012,30000.0,8000.0,Diesel,Manual,First Owner,,
Mahindra Verito 1.5 D4 BSIV,2012,26000.0,7000.0,Diesel,Manual,Second Owner,21.03 kmpl,1461 CC
Chevrolet Spark 1.0 E,2009,9000.0,5000.0,Petrol,Manual,Second Owner,16.0 kmpl,995 CC
Ford Figo Diesel ZXI,2012,28000.0,6000.0,Diesel,Manual,First Owner,20.0 kmpl,1399 CC
Mahindra Verito 1.5 D4 BSIII,2014,35000.0,10600.0,Diesel,Manual,Second Owner,20.8 kmpl,1461 CC
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2006,22999.9,8000.0,Diesel,Manual,Second Owner,10.5 kmpl,2179 CC
Mahindra Bolero 2011-2019 DI NON AC BS III White,2016,55000.0,8000.0,Diesel,Manual,Second Owner,15.96 kmpl,2523 CC
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,85000.0,11000.0,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Mahindra Bolero DI,2011,37000.0,12000.0,Diesel,Manual,Third Owner,13.6 kmpl,2523 CC
Maruti Alto K10 LXI,2013,25000.0,2700.0,Petrol,Manual,First Owner,20.92 kmpl,998 CC
Maruti Alto LXi,2007,9500.0,7000.0,Petrol,Manual,Second Owner,19.7 kmpl,796 CC
Maruti Wagon R LXI Minor,2010,18000.0,7000.0,Petrol,Manual,Second Owner,18.9 kmpl,1061 CC
Mahindra NuvoSport N8 AMT,2016,65000.0,5000.0,Diesel,Automatic,First Owner,17.45 kmpl,1493 CC
Hyundai Xcent 1.2 CRDi E,2018,53000.0,6000.0,Diesel,Manual,First Owner,25.4 kmpl,1186 CC
Maruti Swift VVT ZXI,2017,61000.0,1500.0,Petrol,Manual,First Owner,22.0 kmpl,1197 CC
Maruti Zen Estilo VXI BSIV W ABS,2011,20000.0,4000.0,Petrol,Manual,First Owner,,
Mahindra Xylo E4 8S,2010,26500.0,13500.0,Diesel,Manual,First Owner,14.0 kmpl,2498 CC
Tata Tiago 1.2 Revotron XZ WO Alloy,2018,56000.0,2630.0,Petrol,Manual,First Owner,23.84 kmpl,1199 CC
Mahindra Bolero 2011-2019 SLE,2014,43000.0,12000.0,Diesel,Manual,First Owner,15.96 kmpl,2523 CC
Maruti Swift Dzire VDI,2017,71100.0,3500.0,Diesel,Manual,First Owner,28.4 kmpl,1248 CC
Maruti Swift Dzire VXI,2015,51100.0,3000.0,Petrol,Manual,First Owner,20.85 kmpl,1197 CC
Mahindra Bolero 2011-2019 ZLX,2012,45000.0,16500.0,Diesel,Manual,First Owner,15.96 kmpl,2523 CC
Tata Zest Revotron 1.2 XT,2015,32500.0,5000.0,Petrol,Manual,First Owner,17.57 kmpl,1193 CC
Renault Scala Diesel RxZ,2013,43499.9,12000.0,Diesel,Manual,First Owner,21.64 kmpl,1461 CC
Ford Figo Diesel LXI,2010,21000.0,10000.0,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2009,14000.0,9000.0,Petrol,Manual,Third Owner,,
Maruti SX4 Vxi BSIII,2007,16000.0,12000.0,Petrol,Manual,Second Owner,15.0 kmpl,1586 CC
Maruti Ertiga VXI Limited Edition,2017,65000.0,7000.0,Petrol,Manual,Second Owner,17.5 kmpl,1373 CC
Maruti Swift VDI BSIV,2008,25000.0,9000.0,Diesel,Manual,Second Owner,,
Hyundai i20 Sportz 1.2,2014,32000.0,7200.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Renault KWID Climber 1.0 MT,2017,29000.0,5000.0,Petrol,Manual,First Owner,23.01 kmpl,999 CC
Mahindra Jeep Classic,1996,16300.0,500.0,Diesel,Manual,Second Owner,,
Tata Nano CX,2013,8000.0,3000.0,Petrol,Manual,First Owner,25.4 kmpl,624 CC
Tata Safari Storme EX,2017,110000.0,2000.0,Diesel,Manual,First Owner,14.1 kmpl,2179 CC
Maruti Ciaz ZDi Plus,2015,60000.0,11000.0,Diesel,Manual,First Owner,26.21 kmpl,1248 CC
Renault KWID RXT,2017,34000.0,2500.0,Petrol,Manual,First Owner,25.17 kmpl,799 CC
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,75000.0,12000.0,Diesel,Manual,First Owner,12.99 kmpl,2494 CC
Maruti Alto LX,2006,10000.0,4000.0,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Renault KWID RXT Optional,2019,39500.0,1000.0,Petrol,Manual,First Owner,25.17 kmpl,799 CC
Maruti Wagon R VXI Minor,2010,20000.0,6500.0,Petrol,Manual,First Owner,18.9 kmpl,1061 CC
Maruti Eeco CNG 5 Seater AC BSIV,2019,45000.0,1000.0,CNG,Manual,First Owner,21.94 km/kg,1196 CC
Mahindra Verito 1.4 G4 BSIV,2012,18000.0,11000.0,Petrol,Manual,Second Owner,13.87 kmpl,1390 CC
Mahindra Bolero DI,2008,19000.0,12000.0,Diesel,Manual,Second Owner,13.6 kmpl,2523 CC
Maruti Eeco 5 Seater AC BSIV,2015,31000.0,7200.0,Petrol,Manual,First Owner,15.37 kmpl,1196 CC
Maruti Ritz VDi,2014,35100.0,8910.0,Diesel,Manual,Second Owner,23.2 kmpl,1248 CC
Chevrolet Optra 1.6 LT Royale,2006,19000.0,9400.0,Petrol,Manual,Second Owner,17.4 kmpl,1599 CC
Hyundai EON Magna Plus,2015,22500.0,12000.0,Petrol,Manual,Second Owner,21.1 kmpl,814 CC
Chevrolet Spark 1.0 LT,2012,13000.0,11000.0,Petrol,Manual,First Owner,16.2 kmpl,995 CC
